date,action,price,confidence,balance,profit
2025-01-24,BUY,104790.0,0.5924834758787028,8000.0,0.0
2025-01-26,SELL,102660.0,1.0,15837.389063841969,7837.389063841969
2025-03-27,BUY,87317.0,0.6161302622261815,12669.911251073576,0.0
2025-03-28,SELL,84573.0,1.0,24941.66135972419,12271.750108650613
