date,action,price,balance,confidence,profit
2025-01-14,buy,96749.3505,-86846.09985049999,0.6044050459568314,
2025-01-27,sell,102248.85,15300.501299500014,0.6023598759611575,5499.499500000005
2025-02-24,buy,92016.9855,-76808.50118599996,0.6021633188427387,
