unix,date,symbol,open,high,low,close,Volume USD,Volume LTC,returns,volatility,volume_change,ma_7,ma_30,ma_50,ma_200,rsi,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower
1431907200,2015-05-18,LTC/USD,1.458,1.469,1.44,1.44,5925.54,4071.96,0.0,0.0067209420045552,0.0,1.4494285714285715,1.4406666666666663,1.4240000000000002,1.66323,39.02439024390233,0.0043323435863995,0.0060012316853688,-0.0016688880989692,1.4468,0.0050638034384373,1.4569276068768748,1.4366723931231251
1431993600,2015-05-19,LTC/USD,1.44,1.46,1.435,1.449,3944.89,2725.43,0.00625,0.0038126239813263,-0.3342564559516938,1.4492857142857145,1.4421,1.42458,1.66153,53.19148936170223,0.0041583646139589,0.0056326582710868,-0.0014742936571279,1.4470999999999998,0.0050042087549512,1.4571084175099025,1.4370915824900974
1431993600,2015-05-19,LTC/USD,1.44,1.46,1.435,1.449,3944.89,2725.43,0.0,0.0038126239813263,0.0,1.449142857142857,1.4435333333333331,1.42516,1.65983,53.19148936170223,0.0039746675316882,0.0053010601232071,-0.0013263925915188,1.4474,0.004924696090006,1.457249392180012,1.437550607819988
1432080000,2015-05-20,LTC/USD,1.449,1.47,1.444,1.463,29548.3,20215.75,0.0096618357487923,0.00436003730458,6.490272225588039,1.451,1.4457,1.4263199999999998,1.6584550000000002,63.93442622950826,0.0049022590765568,0.005221299913877,-0.0003190408373202,1.44835,0.0059584084770114,1.460266816954023,1.4364331830459771
1432080000,2015-05-20,LTC/USD,1.449,1.47,1.444,1.463,29548.3,20215.75,0.0,0.00436003730458,0.0,1.4517142857142855,1.4478666666666666,1.42748,1.65708,63.93442622950826,0.0055731383886155,0.0052916676088247,0.0002814707797907,1.4492999999999998,0.0066972107312613,1.4626944214625226,1.435905578537477
1432166400,2015-05-21,LTC/USD,1.463,1.48,1.456,1.476,12700.93,8636.95,0.008885850991114,0.004698807303282,-0.5701637657665585,1.4542857142857142,1.4505666666666668,1.4303800000000002,1.65557,74.28571428571428,0.0070722815716972,0.0056477904013992,0.0014244911702979,1.45065,0.0089693923985951,1.4685887847971903,1.4327112152028096
1432166400,2015-05-21,LTC/USD,1.463,1.48,1.456,1.476,12700.93,8636.95,0.0,0.004698807303282,0.0,1.4594285714285713,1.4532666666666667,1.43328,1.65406,74.28571428571428,0.0081662281502177,0.0061514779511629,0.0020147501990547,1.452,0.0105929470080694,1.4731858940161389,1.430814105983861
1432252800,2015-05-22,LTC/USD,1.476,1.94,1.462,1.836,313211.82,180061.96,0.2439024390243902,0.0544923896702471,23.66054218076944,1.516,1.465733333333333,1.44252,1.6545949999999998,95.7345971563981,0.037648195091791,0.0124508213792885,0.0251973737125024,1.4715,0.0864343377185369,1.644368675437074,1.2986313245629262
1432252800,2015-05-22,LTC/USD,1.476,1.94,1.462,1.836,313211.82,180061.96,0.0,0.0544923896702471,0.0,1.5712857142857144,1.4782,1.45176,1.65513,95.7345971563981,0.0603175629794421,0.0220241696993192,0.0382933932801228,1.491,0.1184443018113533,1.7278886036227068,1.2541113963772934
1432339200,2015-05-23,LTC/USD,1.836,1.9,1.75,1.78,95973.59,52553.87,-0.0305010893246188,0.0553029989138743,-0.6935824771874829,1.6185714285714283,1.4881666666666666,1.4599799999999998,1.6552300000000002,84.51882845188284,0.0729238476437903,0.0322041052882135,0.0407197423555768,1.5077,0.1342562749685134,1.776212549937027,1.2391874500629732
1432339200,2015-05-23,LTC/USD,1.836,1.9,1.75,1.78,95973.59,52553.87,0.0,0.0553029989138743,0.0,1.6638571428571431,1.498133333333333,1.4682,1.65533,84.51882845188284,0.0819695253991197,0.0421571893103947,0.0398123360887249,1.5244,0.1464011791727031,1.8172023583454064,1.2315976416545935
1432425600,2015-05-24,LTC/USD,1.78,1.859,1.766,1.831,30551.9,16780.67,0.0286516853932583,0.055316442200143,-0.6816634659597499,1.7164285714285714,1.5110666666666668,1.47738,1.65538,85.79654510556621,0.0921908452883479,0.0521639205059853,0.0400269247823625,1.54385,0.1600790183167776,1.8640080366335552,1.2236919633664447
1432425600,2015-05-24,LTC/USD,1.78,1.859,1.766,1.831,30551.9,16780.67,0.0,0.055316442200143,0.0,1.7671428571428571,1.524,1.48656,1.6554299999999995,85.79654510556621,0.0991483939732038,0.061560815199429,0.0375875787737747,1.5633,0.1703550780915527,1.904010156183105,1.2225898438168945
1432512000,2015-05-25,LTC/USD,1.831,1.86,1.767,1.795,40671.13,22400.94,-0.0196613872200983,0.0557870787982813,0.3312144252894253,1.8127142857142855,1.5356999999999998,1.49348,1.6545,82.93135435992578,0.1005977737807322,0.0693682069156897,0.0312295668650424,1.58055,0.1756630971041175,1.9318761942082352,1.229223805791765
1432512000,2015-05-25,LTC/USD,1.831,1.86,1.767,1.795,40671.13,22400.94,0.0,0.0557870787982813,0.0,1.8068571428571427,1.5474,1.5004,1.65357,82.93135435992578,0.100586914384571,0.0756119484094659,0.024974965975105,1.5978,0.1790746977337143,1.955949395467429,1.2396506045325713
1432598400,2015-05-26,LTC/USD,1.795,1.83,1.77,1.812,25294.62,14031.23,0.0094707520891366,0.0557198517006105,-0.3780694069724643,1.8034285714285712,1.5595,1.5083200000000003,1.653455,83.18098720292504,0.1007882420441648,0.0806472071364057,0.020141034907759,1.6159,0.1816259603517193,1.9791519207034387,1.252648079296561
1432598400,2015-05-26,LTC/USD,1.795,1.83,1.77,1.812,25294.62,14031.23,0.0,0.0557198517006105,0.0,1.808,1.5716,1.51624,1.6533399999999998,83.18098720292504,0.0997973934350811,0.0844772443961408,0.0153201490389402,1.634,0.182259502676238,1.998519005352476,1.2694809946475238
1432684800,2015-05-27,LTC/USD,1.812,1.916,1.789,1.825,78625.56,42377.08,0.0071743929359822,0.0557101660195566,2.1083906380091895,1.8144285714285715,1.5842333333333334,1.5243,1.6533950000000002,83.15018315018314,0.0989208323489319,0.087365961986699,0.0115548703622328,1.6523500000000002,0.1820819003115159,2.016513800623032,1.2881861993769683
1432684800,2015-05-27,LTC/USD,1.812,1.916,1.789,1.825,78625.56,42377.08,0.0,0.0557101660195566,0.0,1.8135714285714288,1.5968666666666669,1.53236,1.65345,83.15018315018314,0.0971067650324453,0.0893141225958483,0.007792642436597,1.6707,0.1799450500920538,2.030590100184108,1.3108098998158924
1432771200,2015-05-28,LTC/USD,1.825,1.844,1.812,1.83,23611.06,12886.43,0.0027397260273973,0.0554565549040696,-0.6997024886054866,1.8134285714285712,1.6096666666666666,1.54032,1.6533349999999998,82.89962825278809,0.0949777178183042,0.0904468416403394,0.0045308761779647,1.6902,0.1746836539215064,2.039567307843013,1.3408326921569873
1432771200,2015-05-28,LTC/USD,1.825,1.844,1.812,1.83,23611.06,12886.43,0.0,0.0554565549040696,0.0,1.8184285714285713,1.6224666666666667,1.54828,1.6532199999999997,82.89962825278809,0.0922272937295234,0.0908029320581762,0.0014243616713471,1.7097000000000002,0.16687723189913,2.0434544637982603,1.37594553620174
1432857600,2015-05-29,LTC/USD,1.83,1.844,1.802,1.824,39093.64,21491.28,-0.0032786885245901,0.0555614017458791,0.655734219471722,1.8225714285714287,1.6352,1.5566400000000002,1.6532899999999997,46.73913043478261,0.0885427472926778,0.0903508951050766,-0.0018081478123987,1.7284499999999998,0.1568071141646062,2.0420642283292123,1.4148357716707871
1432857600,2015-05-29,LTC/USD,1.83,1.844,1.802,1.824,39093.64,21491.28,0.0,0.0555614017458791,0.0,1.8242857142857145,1.6479333333333337,1.565,1.6533600000000002,46.73913043478261,0.0846469602291359,0.0892101081298884,-0.0045631479007525,1.7472,0.1434879785905435,2.034175957181087,1.460224042818913
1432944000,2015-05-30,LTC/USD,1.824,1.825,1.781,1.79,26790.8,14856.32,-0.0186403508771929,0.0560055795423049,-0.3147018287373598,1.821142857142857,1.659266666666667,1.57284,1.65311,53.086419753086425,0.0779178169716128,0.0869516498982333,-0.0090338329266205,1.76355,0.1270936144820249,2.01773722896405,1.50936277103595
1432944000,2015-05-30,LTC/USD,1.824,1.825,1.781,1.79,26790.8,14856.32,0.0,0.0560055795423049,0.0,1.8161428571428573,1.6706,1.58068,1.65286,53.086419753086425,0.0717577438556431,0.0839128686897153,-0.0121551248340721,1.7799,0.1056124494256456,1.9911248988512913,1.5686751011487088
1433030400,2015-05-31,LTC/USD,1.79,1.829,1.61,1.628,170784.29,101211.57,-0.0905027932960894,0.0604749686905668,5.374736476700957,1.7880000000000005,1.6765333333333332,1.58534,1.65177,12.820512820512846,0.0531906467550329,0.0777684243027788,-0.0245777775477459,1.7875,0.0862947824244581,1.9600895648489165,1.6149104351510837
1433030400,2015-05-31,LTC/USD,1.79,1.829,1.61,1.628,170784.29,101211.57,0.0,0.0604749686905668,0.0,1.7591428571428571,1.6824666666666668,1.59,1.65068,12.820512820512846,0.0380376145906797,0.069822262360359,-0.0317846477696792,1.7951,0.0601497254664107,1.9153994509328216,1.674800549067179
1433116800,2015-06-01,LTC/USD,1.628,1.676,1.58,1.613,94096.32,58080.31,-0.0092137592137591,0.0231181116863096,-0.4490341002676534,1.7281428571428574,1.687633333333333,1.59302,1.64949,13.888888888888928,0.0245355225577459,0.0607649143998364,-0.0362293918420904,1.78395,0.0717242343247666,1.9273984686495331,1.640501531350467
1433116800,2015-06-01,LTC/USD,1.628,1.676,1.58,1.613,94096.32,58080.31,0.0,0.0231181116863096,0.0,1.698,1.6928,1.59604,1.6483,13.888888888888928,0.0136773533290057,0.0513474021856702,-0.0376700488566645,1.7728000000000002,0.0800562959817409,1.9329125919634824,1.612687408036518
1433203200,2015-06-02,LTC/USD,1.613,1.699,1.591,1.657,45982.13,27985.57,0.0272783632982021,0.0235265262492967,-0.5113291359322023,1.6741428571428572,1.7000333333333335,1.59956,1.6476149999999998,22.22222222222223,0.0085243449209728,0.0427827907327308,-0.0342584458117579,1.7666499999999998,0.0840966079796594,1.9348432159593187,1.598456784040681
1433203200,2015-06-02,LTC/USD,1.613,1.699,1.591,1.657,45982.13,27985.57,0.0,0.0235265262492967,0.0,1.6551428571428572,1.7072666666666667,1.6030799999999998,1.6469299999999998,22.22222222222223,0.0043899440893688,0.0351042214040584,-0.0307142773146895,1.7605,0.0874976691418889,1.9354953382837776,1.585504661716222
1433289600,2015-06-03,LTC/USD,1.657,1.695,1.642,1.688,28280.99,16900.99,0.0187085093542547,0.0229128670993351,-0.3849569387064061,1.6405714285714286,1.7152333333333334,1.60798,1.646225,26.93602693602695,0.0035736477786891,0.0287981066789845,-0.0252244589002953,1.75335,0.0872758934583179,1.9279017869166355,1.5787982130833642
1433289600,2015-06-03,LTC/USD,1.657,1.695,1.642,1.688,28280.99,16900.99,0.0,0.0229128670993351,0.0,1.649142857142857,1.7231999999999998,1.61288,1.64552,26.93602693602695,0.0028933740563197,0.0236171601544516,-0.0207237860981318,1.7462,0.0864331807631906,1.9190663615263812,1.5733336384736187
1433376000,2015-06-04,LTC/USD,1.688,1.688,1.648,1.66,10144.87,6074.02,-0.0165876777251184,0.0228109343905376,-0.6412830668233326,1.6537142857142857,1.729766666666667,1.6172,1.644735,23.437499999999982,9.38049113714534e-05,0.0189124891058355,-0.0188186841944641,1.7394500000000002,0.0876839269913925,1.9148178539827851,1.5640821460172152
1433376000,2015-06-04,LTC/USD,1.688,1.688,1.648,1.66,10144.87,6074.02,0.0,0.0228109343905376,0.0,1.6604285714285714,1.7363333333333333,1.62152,1.64395,23.437499999999982,-0.0021006587197005,0.0147098595407283,-0.0168105182604289,1.7327,0.0883760505781387,1.9094521011562775,1.5559478988437223
1433462400,2015-06-05,LTC/USD,1.66,1.778,1.647,1.733,47470.3,27474.06,0.043975903614458,0.0250499141727876,3.679241823700057,1.6775714285714287,1.7449,1.6272,1.643545,38.242894056847554,0.0020273331217068,0.012173354256924,-0.0101460211352171,1.7287500000000002,0.0863882758858317,1.9015265517716635,1.5559734482283367
