unix,date,symbol,open,high,low,close,Volume USD,Volume TRX,returns,volatility,volume_change,ma_7,ma_30,ma_50,ma_200,rsi,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower
1534982400,2018-08-23,TRX/USD,0.01954,0.02076,0.0194,0.02062,213064.3,10691851.69,0.0552712384851588,0.0815392313499509,1.412689817422426,0.0211657142857142,0.026938,0.0305546,0.045967,37.57367387033399,-0.0033119461690743,-0.0036380205061691,0.0003260743370947,0.022903,0.0036070371279077,0.0301170742558154,0.0156889257441845
1535068800,2018-08-24,TRX/USD,0.02062,0.0216,0.02041,0.02152,203864.65,9714295.57,0.04364694471387,0.0820497343860563,-0.0431778106421394,0.0209,0.0264213333333333,0.0302174,0.0459240499999999,44.48491155046827,-0.0030713617770815,-0.0035246887603516,0.00045332698327,0.0225439999999999,0.0033476895410353,0.0292393790820706,0.0158486209179293
1535155200,2018-08-25,TRX/USD,0.02152,0.02257,0.021,0.0224,212951.54,9784723.44,0.0408921933085502,0.0816963954576573,0.0445731518436374,0.0210528571428571,0.0259736666666666,0.0299171999999999,0.04585655,50.67168189145621,-0.0027776690280605,-0.0033752848138934,0.0005976157858328,0.0221565,0.0028293560267868,0.0278152120535737,0.0164977879464262
1535241600,2018-08-26,TRX/USD,0.0224,0.02312,0.0212,0.0228,269775.74,12122442.69,0.0178571428571427,0.0817291355545653,0.2668409911475633,0.0211657142857142,0.0255116666666666,0.029608,0.04580805,50.431965442764586,-0.0024840046916132,-0.0031970287894373,0.0007130240978241,0.021844,0.0023287728867139,0.0265015457734279,0.017186454226572
1535328000,2018-08-27,TRX/USD,0.0228,0.0247,0.02243,0.02457,437533.65,18605017.49,0.0776315789473685,0.0833099326189367,0.6218420900263308,0.0217657142857142,0.025101,0.0293473999999999,0.0457405999999999,66.44736842105263,-0.0020844214685663,-0.0029745073252631,0.0008900858566968,0.0216929999999999,0.0020131020838495,0.0257192041676991,0.0176667958323008
1535414400,2018-08-28,TRX/USD,0.02457,0.02788,0.02422,0.02687,991529.02,37938742.61,0.0936100936100936,0.0808125494117926,1.2661777442717832,0.0226171428571428,0.0246923333333333,0.0291738,0.0456405,72.6042230644288,-0.0015641278155402,-0.0026924314233186,0.0011283036077783,0.0218275,0.0022624320286386,0.0263523640572772,0.0173026359427227
1535500800,2018-08-29,TRX/USD,0.02687,0.02727,0.02462,0.02546,1058583.1,40862764.32,-0.0524748790472646,0.0808663535816808,0.0676269465113588,0.0234628571428571,0.0243243333333333,0.0290145999999999,0.04552705,66.37214137214136,-0.001251144152166,-0.0024041739690881,0.001153029816922,0.0218165,0.0022431680487061,0.0263028360974123,0.0173301639025876
1535587200,2018-08-30,TRX/USD,0.02546,0.02597,0.02321,0.02503,597009.68,24620374.76,-0.0168892380204241,0.0787056067166595,-0.436029462401204,0.0240928571428571,0.024032,0.0288422,0.0454413,64.5426515930113,-0.0010259729725747,-0.0021285337697854,0.0011025607972106,0.021886,0.0023227601548247,0.0265315203096495,0.0172404796903504
1535673600,2018-08-31,TRX/USD,0.02503,0.02564,0.02436,0.02532,282150.81,11277181.41,0.0115860966839791,0.077023443523596,-0.5273932409270148,0.0246357142857142,0.023791,0.0287082,0.04534005,56.16264294790342,-0.0008147309034068,-0.0018657731965097,0.0010510422931028,0.0220445,0.0024465797286049,0.0269376594572098,0.0171513405427901
1535760000,2018-09-01,TRX/USD,0.02539,0.02721,0.02539,0.02665,302603.32,11476901.17,0.0525276461295418,0.0775837821081215,0.072487865620517,0.0252428571428571,0.0236346666666666,0.0285796,0.0452588,67.70972037283622,-0.0005338463090057,-0.0015993878190089,0.0010655415100031,0.0222449999999999,0.0026535110801786,0.0275520221603573,0.0169379778396426
1535846400,2018-09-02,TRX/USD,0.02591,0.02654,0.02475,0.02566,307028.35,11943400.18,-0.0371482176360226,0.0678614730760786,0.0146232037374869,0.0256514285714285,0.023478,0.0284236,0.0451568999999999,61.9047619047619,-0.0003866706716942,-0.0013568443895459,0.0009701737178517,0.0225745,0.002647655318241,0.027869810636482,0.0172791893635179
1535932800,2018-09-03,TRX/USD,0.02566,0.0259,0.02456,0.02497,226175.25,9010117.36,-0.0268901013250194,0.067793409638351,-0.2633408282981033,0.0257085714285714,0.0233536666666666,0.0282358,0.04505035,65.9944367176634,-0.0003219983556047,-0.0011498751827577,0.000827876827153,0.0228969999999999,0.0025174216132675,0.0279318432265351,0.0178621567734648
1536019200,2018-09-04,TRX/USD,0.02497,0.02594,0.02497,0.0252,165681.37,6493150.81,0.0092110532639166,0.0676875409026134,-0.2674646319612778,0.02547,0.0231886666666666,0.0279889999999999,0.0449129,65.24520255863538,-0.0002493120868097,-0.0009697625635681,0.0007204504767584,0.023199,0.0024053162610744,0.0280096325221488,0.0183883674778511
1536105600,2018-09-05,TRX/USD,0.0252,0.02552,0.02142,0.02166,733468.14,31839986.04,-0.1404761904761905,0.0762009822894062,3.4269801728462292,0.0249271428571428,0.0229423333333333,0.0276248,0.0447467499999999,56.52709359605912,-0.0004719161544283,-0.0008701932817401,0.0003982771273118,0.0233135,0.0022637934511507,0.0278410869023015,0.0187859130976984
1536192000,2018-09-06,TRX/USD,0.02166,0.0218,0.02011,0.02164,518519.14,25011626.81,-0.0009233610341643,0.0601573575057134,-0.2930584006007405,0.0244428571428571,0.022744,0.0272658,0.04460895,53.359683794466406,-0.0006425385304323,-0.0008246623314786,0.0001821238010462,0.0232265,0.0022943323188834,0.0278151646377669,0.018637835362233
1536278400,2018-09-07,TRX/USD,0.02164,0.02199,0.01981,0.02032,456477.46,22040204.86,-0.0609981515711643,0.0584303924343538,-0.1196516680175007,0.0237285714285714,0.0226153333333333,0.026915,0.0444519,46.15384615384615,-0.0008741937990345,-0.0008345686249897,-3.9625174044746335e-05,0.023176,0.0023487430008857,0.0278734860017715,0.0184785139982284
1536364800,2018-09-08,TRX/USD,0.02032,0.02079,0.01872,0.01915,213663.58,10867977.22,-0.0575787401574803,0.0592189953882973,-0.5319296159770956,0.0226571428571428,0.0223976666666666,0.0266035999999999,0.0443141,39.77344241661423,-0.0011390611029361,-0.000895467120579,-0.000243593982357,0.023033,0.0025053145616131,0.0280436291232263,0.0180223708767736
1536451200,2018-09-09,TRX/USD,0.01915,0.02017,0.01881,0.0193,169393.12,8619999.07,0.0078328981723239,0.0569686484237122,-0.2071970337668216,0.0217485714285714,0.022253,0.026276,0.0441901,38.810741687979544,-0.0013216316561019,-0.0009807000276836,-0.0003409316284183,0.0229795,0.0025756133147986,0.0281307266295972,0.0178282733704027
1536537600,2018-09-10,TRX/USD,0.0193,0.02018,0.01884,0.01923,153432.86,7904076.66,-0.0036269430051814,0.0565968333168638,-0.09422023751614,0.0209285714285714,0.0221556666666666,0.0259578,0.04408625,30.8464849354376,-0.0014551939794529,-0.0010755988180375,-0.0003795951614154,0.0228955,0.0026722422577696,0.0282399845155393,0.0175510154844606
1536624000,2018-09-11,TRX/USD,0.01923,0.01961,0.01782,0.01849,372467.67,20092796.58,-0.0384815392615705,0.0553240284203065,1.427561279897931,0.0199699999999999,0.0220173333333333,0.0256476,0.0439655,16.155088852988683,-0.0016022847572412,-0.0011809360058782,-0.000421348751363,0.022843,0.0027507952917004,0.0283445905834009,0.017341409416599
1536710400,2018-09-12,TRX/USD,0.01849,0.01858,0.01711,0.01818,369597.91,20881981.17,-0.016765819361817,0.0537723313106066,-0.007704722399128,0.0194728571428571,0.0219876666666666,0.0252512,0.0438547999999999,17.730496453900713,-0.0017239965089872,-0.0012895481065,-0.0004344484024871,0.0227209999999999,0.0029043957610562,0.0285297915221125,0.0169122084778874
1536796800,2018-09-13,TRX/USD,0.01818,0.02059,0.01818,0.01981,717125.71,36829274.46,0.0896589658965896,0.0568534818465041,0.9402861612502084,0.0192114285714285,0.0220306666666666,0.024907,0.04375485,29.086538461538467,-0.0016696795451529,-0.0013655743942306,-0.0003041051509223,0.0226355,0.0029661253744306,0.0285677507488613,0.0167032492511386
1536883200,2018-09-14,TRX/USD,0.01981,0.02064,0.01891,0.0198,613087.37,31277123.68,-0.000504795557799,0.0559339264551424,-0.1450768513096538,0.0191371428571428,0.022052,0.0245863999999999,0.0436452999999999,27.377049180327887,-0.0016088935530304,-0.0014142382259905,-0.0001946553270398,0.0225055,0.0030332082632784,0.0285719165265568,0.0164390834734431
1536969600,2018-09-15,TRX/USD,0.0198,0.02042,0.01961,0.01985,270901.79,13506419.53,0.0025252525252523,0.0557139684588078,-0.5581350990805765,0.0192371428571428,0.022068,0.0242502,0.0435327,18.86446886446886,-0.0015389456269739,-0.0014391797061872,-9.976592078665433e-05,0.022358,0.0030893409278388,0.0285366818556777,0.0161793181443222
1537056000,2018-09-16,TRX/USD,0.01985,0.02013,0.0192,0.02,175567.32,8906885.19,0.0075566750629723,0.0523167302519206,-0.3519152457427468,0.0193371428571428,0.0219553333333333,0.0239123999999999,0.0434154999999999,21.924603174603178,-0.0014546394669356,-0.0014422716583369,-1.2367808598710017e-05,0.0221295,0.0030861276621954,0.0283017553243908,0.0159572446756091
1537142400,2018-09-17,TRX/USD,0.0199,0.02029,0.01806,0.01839,494670.46,25965780.23,-0.0805,0.0487215228645154,1.817554314777944,0.0192171428571428,0.0218573333333333,0.0234976,0.04326495,20.090909090909093,-0.0015004435926385,-0.0014539060451972,-4.6537547441323534e-05,0.0217055,0.0029813057453685,0.0276681114907371,0.0157428885092628
1537228800,2018-09-18,TRX/USD,0.01839,0.01964,0.01817,0.0193,486779.05,25699905.29,0.0494834148994018,0.0501942363861373,-0.0159528628412539,0.0193328571428571,0.0217669999999999,0.0231536,0.0430958,24.743150684931507,-0.0014466383510367,-0.0014524525063651,5.814155328410326e-06,0.0213975,0.0028898039908032,0.0271771079816065,0.0156178920183934
1537315200,2018-09-19,TRX/USD,0.0193,0.02019,0.01861,0.01961,512725.83,26426836.49,0.016062176165803,0.050582569463696,0.0533029923945989,0.0195371428571428,0.0217416666666666,0.0228698,0.0429483499999999,37.869822485207095,-0.0013632679953539,-0.0014346156041629,7.13476088089421e-05,0.0211265,0.0027834062339438,0.0266933124678876,0.0155596875321123
1537401600,2018-09-20,TRX/USD,0.01961,0.02227,0.01961,0.02131,753977.2,36581220.47,0.0866904640489545,0.0549379736505051,0.4705270456142221,0.0197514285714285,0.021755,0.022645,0.0428140499999999,48.37117472852913,-0.0011468009873933,-0.001377052680809,0.0002302516934156,0.020926,0.0026040846457257,0.0261341692914515,0.0157178307085484
1537488000,2018-09-21,TRX/USD,0.02131,0.02625,0.02122,0.02503,1459944.62,63084727.59,0.1745659314875645,0.0672982519115407,0.9363246262619084,0.0204985714285714,0.021938,0.0225188,0.04270685,68.79489225857941,-0.0006673832348613,-0.0012351187916194,0.0005677355567581,0.020845,0.0024364696202755,0.025717939240551,0.0159720607594489
1537574400,2018-09-22,TRX/USD,0.02503,0.02553,0.02231,0.02332,562307.73,24027342.46,-0.0683180183779464,0.0685287210756649,-0.6148431095968558,0.0209942857142857,0.022028,0.022378,0.04260485,65.95256312165264,-0.0004205757850443,-0.0010722101903044,0.00065163440526,0.020728,0.0022414623985714,0.0252109247971429,0.016245075202857
1537660800,2018-09-23,TRX/USD,0.02317,0.0248,0.02268,0.0238,839801.2,35118974.38,0.0205831903945112,0.0684642851916971,0.4934904060451026,0.0215371428571428,0.022104,0.0222799999999999,0.04253285,66.7910447761194,-0.0001841246402015,-0.0008945930802838,0.0007104684400823,0.0206695,0.0021377939317755,0.024945087863551,0.0163939121364489
1537747200,2018-09-24,TRX/USD,0.0238,0.02424,0.02186,0.02211,421400.93,18686359.95,-0.0710084033613445,0.070211441644682,-0.4982134700450534,0.0220685714285714,0.0220943333333333,0.0221192,0.04246045,59.587217043941415,-0.0001315874225587,-0.0007419919487388,0.00061040452618,0.020515,0.0018904928346582,0.0242959856693164,0.0167340143306835
1537833600,2018-09-25,TRX/USD,0.0221,0.0221,0.02013,0.02124,552214.65,26680331.84,-0.0393487109905021,0.0631699598552131,0.310425798063616,0.0223457142857142,0.0220423333333333,0.021963,0.04238115,59.07590759075907,-0.0001583279224391,-0.0006252591434789,0.0004669312210397,0.020494,0.0018794047209854,0.0242528094419709,0.016735190558029
1537920000,2018-09-26,TRX/USD,0.02124,0.022,0.02005,0.02103,502991.83,23909493.89,-0.0098870056497174,0.0632149500361651,-0.0891371136205821,0.0225485714285714,0.0219243333333333,0.0218318,0.0423112,59.46843853820597,-0.0001942262864772,-0.0005390525720785,0.0003448262856013,0.0204635,0.0018647203120319,0.0241929406240639,0.016734059375936
1538006400,2018-09-27,TRX/USD,0.0213,0.02301,0.02061,0.0225,512645.54,23614403.71,0.0699001426533523,0.063300062888004,0.0191925781378992,0.0227185714285714,0.0217786666666666,0.0217982,0.0422316,59.032907991940895,-0.0001028734231283,-0.0004518167422885,0.0003489433191601,0.0205725,0.0019188205670203,0.0244101411340407,0.0167348588659592
1538092800,2018-09-28,TRX/USD,0.0225,0.02312,0.02124,0.02198,402295.6,18009412.51,-0.023111111111111,0.0619048195363371,-0.2152558276426242,0.0222828571428571,0.0216626666666666,0.0217242,0.0421594,57.077922077922075,-7.160980172254278e-05,-0.0003757753541753,0.0003041655524527,0.020714,0.001912736810244,0.024539473620488,0.0168885263795119
1538179200,2018-09-29,TRX/USD,0.02198,0.02229,0.02119,0.02208,618919.12,28084291.54,0.0045495905368515,0.0619114964121685,0.5384685291114295,0.0221057142857142,0.0215643333333333,0.021693,0.0420913999999999,57.216828478964395,-3.8322237353609345e-05,-0.0003082847308109,0.0002699624934573,0.020853,0.0019055710568307,0.0246641421136614,0.0170418578863385
1538265600,2018-09-30,TRX/USD,0.02208,0.0227,0.02174,0.02215,250475.99,11261031.82,0.0031702898550725,0.0618600506119172,-0.5953009336664216,0.02187,0.0214586666666666,0.0216929999999999,0.04204815,56.99414443721535,-6.221470542012303e-06,-0.0002478720787571,0.0002416506082151,0.020999,0.0018864416516983,0.0247718833033967,0.0172261166966032
1538352000,2018-10-01,TRX/USD,0.02215,0.0224,0.0215,0.02208,218714.45,9967595.58,-0.0031602708803611,0.0609352016128585,-0.1268047288684236,0.0218657142857142,0.0213063333333333,0.0216818,0.0420078,63.3405639913232,1.3415557251029305e-05,-0.0001956145515555,0.0002090301088065,0.0211785,0.0018041422367778,0.0247867844735556,0.0175702155264443
