unix,date,symbol,open,high,low,close,Volume USD,Volume ETH,returns,volatility,volume_change,ma_7,ma_30,ma_50,ma_200,rsi,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower
1551916800,2019-03-07,ETH/USD,140.57,143.3,138.32,140.04,20299851.38,144269.87,-0.0037703635199545,0.0570664347067615,-0.3892622637974707,136.6185714285714,133.86233333333334,126.2374,169.3802,44.315992292870895,2.6963339656800827,3.7225731212461737,-1.026239155566091,140.842,8.533652022558838,157.9093040451177,123.77469595488232
1552003200,2019-03-08,ETH/USD,140.04,143.06,131.0,136.18,35191907.47,254506.61,-0.027563553270494,0.0576121330987275,0.7336041930174959,136.28714285714287,134.86666666666667,126.456,168.70755,39.74167233174711,2.349374480465599,3.447933393090059,-1.09855891262446,141.417,7.737647609340514,156.89229521868103,125.94170478131898
1552089600,2019-03-09,ETH/USD,136.18,141.71,135.37,140.04,24100178.45,172863.23,0.0283448377147892,0.0542758248591137,-0.3151783980295853,136.92142857142858,136.0076666666667,126.82,168.00150000000002,33.98868036937742,2.358686855520176,3.230084085576083,-0.8713972300559067,141.6115,7.646639630033319,156.90477926006665,126.31822073993337
1552176000,2019-03-10,ETH/USD,140.04,140.4,136.5,138.2,14159330.43,102304.93,-0.0131391031133961,0.0499780054986891,-0.4124802660952911,137.63142857142856,136.574,127.0638,167.34,53.492733239568665,2.1923226267963116,3.0225317938201286,-0.830209167023817,141.078,7.4840564570725165,156.04611291414503,126.10988708585496
1552262400,2019-03-11,ETH/USD,138.2,138.76,133.46,135.41,22903281.33,169017.89,-0.0201881331403762,0.0500575390021089,0.6175398577798428,138.6342857142857,137.054,127.39,166.63775,42.65078560567662,1.8144324461517556,2.780911924286454,-0.9664794781346986,140.518,7.467339834944146,155.45267966988828,125.5833203301117
1552348800,2019-03-12,ETH/USD,135.41,139.01,130.55,136.27,25704611.39,190032.31,0.0063510818994165,0.0494175224512757,0.1223112976536975,138.10142857142858,137.35066666666668,127.7654,165.9127,45.971933471933475,1.5662913365737836,2.5379878067439203,-0.9716964701701368,139.76100000000002,7.061425903420015,153.88385180684006,125.63814819316
1552435200,2019-03-13,ETH/USD,136.27,136.32,133.42,134.52,14168308.48,105134.59,-0.0128421516107727,0.0493120576720642,-0.448802852335205,137.23714285714286,137.74533333333332,128.052,165.19885000000002,45.86466165413534,1.2144281728124326,2.2732758799576227,-1.05884770714519,139.072,6.853620326438062,152.77924065287613,125.36475934712388
1552521600,2019-03-14,ETH/USD,134.52,138.51,131.56,134.72,19541298.65,145008.6,0.0014867677668746,0.0490169353043072,0.3792259448320536,136.4771428571429,138.07766666666666,128.37120000000002,164.50075,45.49725920125295,0.9408666835656448,2.0067940406792273,-1.0659273571135826,138.2445,6.278298860277767,150.80109772055553,125.68790227944446
1552608000,2019-03-15,ETH/USD,134.72,141.19,134.68,139.15,36218767.67,262358.71,0.0328830166270783,0.0468709571971399,0.853447322959777,136.90142857142857,138.58766666666668,128.7732,163.75564999999995,50.76632869606226,1.069206067391491,1.81927644602168,-0.7500703786301892,137.125,3.0949679022257075,143.3149358044514,130.9350641955486
1552694400,2019-03-16,ETH/USD,139.15,147.5,139.15,143.79,28268493.16,195968.13,0.0333453108156664,0.0297915845021091,-0.2195070407264356,137.43714285714285,139.29566666666668,129.3036,162.99665,59.275198187995464,1.527714632298995,1.7609640832771432,-0.2332494509781482,137.5535,3.3959624246289217,144.34542484925782,130.76157515074215
1552780800,2019-03-17,ETH/USD,143.79,143.79,140.0,141.71,16941056.76,119398.37,-0.0144655400236455,0.0284210458711337,-0.4007088858923812,137.93857142857144,139.89433333333332,129.7924,162.26139999999998,59.66712266301872,1.7036092101348288,1.7494931086486805,-0.0458838985138516,137.57850000000002,3.4260046932122834,144.43050938642455,130.72649061357546
1552867200,2019-03-18,ETH/USD,141.71,144.88,138.3,140.6,21053194.02,149299.65,-0.0078328981723239,0.0283139065452075,0.2427320395802745,138.68,140.425,130.3358,161.54385,65.21305756292054,1.733456993793851,1.7462858856777146,-0.0128288918838634,137.64,3.4706058928054246,144.58121178561083,130.69878821438914
1552953600,2019-03-19,ETH/USD,140.6,142.34,139.81,141.64,11622316.35,82446.43,0.0073968705547653,0.028186255212957,-0.4479547217890504,139.44714285714286,140.608,131.0188,160.8439,52.7740189445196,1.8200504767883103,1.761038803899834,0.0590116728884764,137.83649999999997,3.5841746829517867,145.00484936590354,130.6681506340964
1553040000,2019-03-20,ETH/USD,141.64,143.02,138.77,142.17,16934298.53,120123.62,0.0037418808246258,0.0281875722309915,0.4570502144350943,140.54,140.38466666666667,131.7362,160.07614999999998,52.710027100271,1.9094322600256817,1.7907174951250036,0.1187147649006781,138.0365,3.713048506354863,145.46259701270972,130.61040298729026
1553126400,2019-03-21,ETH/USD,142.17,142.78,135.0,136.99,23883183.73,172127.19,-0.0364352535696699,0.0294529473213657,0.4103438467019866,140.8642857142857,140.064,132.2636,159.28495,45.53702077846065,1.5444814376614886,1.7414702836323006,-0.196988845970812,137.961,3.718475777153985,145.39795155430798,130.52404844569205
1553212800,2019-03-22,ETH/USD,136.99,139.49,136.15,138.0,12553116.95,91004.14,0.0073728009343747,0.0290790253065477,-0.4743951605483881,140.7,139.61700000000002,132.8538,158.52855,52.905491698595135,1.3215201786848638,1.6574802626428131,-0.3359600839579495,138.081,3.676764739194796,145.43452947838958,130.7274705216104
1553299200,2019-03-23,ETH/USD,138.0,140.7,137.8,139.28,11348793.27,81475.76,0.0092753623188406,0.0287851186406751,-0.0959382187545062,140.0557142857143,139.31633333333332,133.4606,157.79825,48.67780097425192,1.233883634715312,1.5727609370573132,-0.3388773023420013,138.38349999999997,3.5013430130100853,145.38618602602014,131.3808139739798
1553385600,2019-03-24,ETH/USD,139.28,139.37,136.69,137.81,8180075.44,59308.27,-0.0105542791499138,0.0274984760821271,-0.2792118734223801,139.49857142857144,138.86766666666665,133.96259999999998,157.34535,49.31265421219601,1.0338962155401532,1.4649879927538814,-0.4310917772137281,138.85449999999997,2.605163849785294,144.06482769957057,133.64417230042935
1553472000,2019-03-25,ETH/USD,137.81,138.76,132.67,135.14,15484681.01,114056.53,-0.019374501124737,0.018943090819437,0.892975330555142,138.71857142857144,137.98766666666668,134.49280000000002,156.87235,49.522123893805286,0.6524371695705327,1.3024778281172116,-0.6500406585466789,138.6115,2.7169550971662484,144.0454101943325,133.1775898056675
1553558400,2019-03-26,ETH/USD,135.14,136.26,133.9,135.4,15777189.94,116617.35,0.0019239307384935,0.0189153484721101,0.0188902134833193,137.82714285714286,137.99366666666666,135.0316,156.4735,48.426763110307405,0.3668788039867081,1.115358023291111,-0.7484792193044028,138.353,2.766306867328395,143.8856137346568,132.82038626534322
1553644800,2019-03-27,ETH/USD,135.4,142.19,135.33,141.71,24645625.37,177208.74,0.046602658788774,0.0217645623862389,0.562104878227764,137.76142857142858,138.0103333333333,135.69199999999998,156.19854999999998,61.16113008382491,0.6423316081134658,1.0207527402555818,-0.378421132142116,138.4365,2.844021013694078,144.12454202738817,132.74845797261185
1553731200,2019-03-28,ETH/USD,141.71,141.71,139.42,140.26,8371342.12,59661.42,-0.0102321642791617,0.0209031042742241,-0.6603315195162361,138.22857142857143,138.04,136.37619999999998,155.91965,58.278541542139855,0.7351526756417002,0.9636327273328056,-0.2284800516911054,138.6405,2.819870237779109,144.28024047555823,133.00075952444178
1553817600,2019-03-29,ETH/USD,140.26,146.6,140.0,146.2,22185626.66,154532.79,0.0423499215742193,0.0220465926547559,1.6501875496159988,139.4,138.32299999999998,137.184,155.6642,60.08006863025449,1.2733440798231754,1.0255749978308797,0.2477690819922957,138.9485,3.2796971538650124,145.50789430773003,132.38910569226996
1553904000,2019-03-30,ETH/USD,146.2,149.17,142.03,144.65,19788171.85,136037.93,-0.0106019151846784,0.0219597020420784,-0.1080634253312544,140.16714285714286,138.53900000000002,137.6528,155.46140000000003,51.34880803011296,1.556846244582772,1.1318292471812583,0.4250169974015136,139.27100000000002,3.511174492361078,146.29334898472217,132.24865101527786
1553990400,2019-03-31,ETH/USD,144.65,144.68,142.64,143.78,8589016.09,59792.09,-0.0060145178015901,0.0214104689439634,-0.5659520164314724,141.02,138.715,138.1082,155.26445,53.374633192044335,1.6918197782880495,1.2438273534026167,0.447992424885433,139.6895,3.525542100908841,146.74058420181768,132.63841579818234
1554076800,2019-04-01,ETH/USD,143.78,145.58,141.0,143.2,14931915.23,103978.01,-0.0040339407428016,0.0214563871583125,0.7384896096987055,142.17142857142855,138.96833333333333,138.4248,154.925,54.31320504313204,1.7320204696151222,1.3414659766451178,0.3905544929700044,140.036,3.512300790382681,147.06060158076536,133.01139841923464
1554163200,2019-04-02,ETH/USD,143.2,168.5,142.94,165.5,89672542.1,575211.58,0.1557262569832402,0.0400670566437924,5.005428019028473,146.47142857142856,140.04399999999998,139.28119999999998,154.71005000000002,73.2101167315175,3.522695991656377,1.7777119796473695,1.7449840120090074,141.58499999999998,6.506635883952108,154.5982717679042,128.57172823209575
1554249600,2019-04-03,ETH/USD,165.5,181.33,151.82,161.17,138242432.2,819108.36,-0.0261631419939577,0.0408858880098834,0.5416361459434973,149.25142857142856,141.13666666666668,140.00959999999998,154.4085,67.21014492753622,4.540089110159869,2.3301874057498697,2.209901704409999,142.9075,7.62907794318391,158.16565588636783,127.64934411363218
1554336000,2019-04-04,ETH/USD,161.17,165.38,155.0,158.66,48920354.27,305653.47,-0.0155736179189674,0.0408783632295499,-0.6461263485351207,151.87999999999997,141.75866666666667,140.7058,154.101,70.62630877593753,5.085225153316031,2.881194955263102,2.204030198052929,143.88299999999998,8.337752505449087,160.55850501089816,127.2074949891018
1554422400,2019-04-05,ETH/USD,158.66,170.0,157.76,167.07,31595263.25,191117.05,0.0530064288415479,0.041763917555369,-0.3541489279570583,154.86142857142858,142.642,141.5962,153.9562,74.25329551142997,6.125257948913429,3.5300075539931677,2.5952503949202614,145.047,9.817746069987448,164.6824921399749,125.4115078600251
1554508800,2019-04-06,ETH/USD,167.07,174.32,161.71,167.08,42905419.49,255738.76,5.985515053574808e-05,0.0414723662692822,0.3579699953916353,158.06571428571428,143.54333333333332,142.46280000000002,153.7498,73.69587453119671,6.871092669692985,4.198224577133131,2.672868092559854,146.3155,10.938849874596707,168.1931997491934,124.43780025080656
1554595200,2019-04-07,ETH/USD,167.08,178.99,165.86,176.62,41045275.98,237556.84,0.0570983959779745,0.0426085843887302,-0.0433545116703392,162.75714285714284,144.89133333333334,143.5016,153.58375,79.07987411958636,8.138158702557973,4.9862114022181,3.1519473003398737,148.1165,12.761649074679967,173.63979814935993,122.59320185064009
1554681600,2019-04-08,ETH/USD,176.62,187.98,175.0,181.46,83713839.95,460649.72,0.027403465066244,0.042722640871158,1.0395487166608643,168.22285714285712,146.272,144.4078,153.36605,83.61393323657472,9.424228572152373,5.8738148362049545,3.5504137359474184,150.10750000000002,14.662692319374653,179.43288463874933,120.78211536125072
1554768000,2019-04-09,ETH/USD,181.46,181.66,175.52,176.8,43437410.6,243892.17,-0.0256805907638046,0.0435665605766807,-0.4811203186242085,169.83714285714288,147.55866666666668,144.96640000000002,153.01105,78.24010914051841,9.952696662892691,6.689591201542502,3.2631054613501895,151.839,15.685092117576446,183.2091842351529,120.46881576484712
1554854400,2019-04-10,ETH/USD,176.8,186.97,169.01,177.2,74721026.49,417562.69,0.0022624434389137,0.0421474280354337,0.7201998336889812,172.12714285714284,148.95166666666665,145.5782,152.69205,76.33179997032198,10.285226401644906,7.408718241562983,2.8765081600819222,153.84949999999998,16.24850680589047,186.34651361178092,121.35248638821903
1554940800,2019-04-11,ETH/USD,177.2,177.39,160.89,165.6,56299573.17,336622.19,-0.0654627539503386,0.0457219152559493,-0.2465364059534883,173.11857142857144,149.92933333333335,145.862,152.29655,66.33995357234976,9.50318871660295,7.827612336570977,1.6755763800319723,155.22949999999997,16.001718813927962,187.2329376278559,123.22606237214404
1555027200,2019-04-12,ETH/USD,165.6,168.51,160.2,165.3,22567042.56,136862.94,-0.0018115942028984,0.0457995956966992,-0.599161391652874,172.8657142857143,150.95533333333333,146.202,151.9838,63.282336578581386,8.758251057762635,8.013740080809308,0.7445109769533271,156.53050000000002,15.691468508313182,187.91343701662635,125.14756298337366
1555113600,2019-04-13,ETH/USD,165.3,167.19,162.82,165.2,19795976.84,119989.46,-0.0006049606775561,0.0456234689147369,-0.1227925951144215,172.59714285714287,151.97133333333335,146.48059999999998,151.7135,64.58481192334989,8.066824105021482,8.024356885651743,0.0424672193697386,157.9,15.157791118067404,188.2155822361348,127.5844177638652
