unix,date,symbol,open,high,low,close,Volume USD,Volume ETH,returns,volatility,volume_change,ma_7,ma_30,ma_50,ma_200,rsi,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower
1555200000,2019-04-14,ETH/USD,165.2,170.78,162.48,169.08,27189946.13,164277.6,0.0234866828087167,0.0451733050682089,0.3735086856163445,171.51999999999998,152.969,146.6314,151.4876,67.22025592158998,7.742693881591578,7.968024284839711,-0.2253304032481331,159.597,14.354153295897344,188.3053065917947,130.8886934082053
1555286400,2019-04-15,ETH/USD,169.08,170.52,156.42,160.33,36578736.39,224713.53,-0.0517506505796072,0.0473567487440441,0.3453037462858703,168.50142857142856,153.52033333333333,147.1336,151.14295,60.49246600514518,6.702504175125512,7.714920262896872,-1.01241608777136,160.8435,13.176453989479006,187.196407978958,134.490592021042
1555372800,2019-04-16,ETH/USD,160.33,168.76,159.42,167.44,29835309.64,181558.15,0.0443460363001309,0.0472663063883812,-0.1843537370482687,167.16428571428574,154.378,147.6582,150.87055,51.459963877182425,6.378338403106511,7.4476038909388,-1.069265487832289,162.13000000000002,12.445843102270358,187.0216862045407,137.2383137954593
1555459200,2019-04-17,ETH/USD,167.44,169.38,165.57,167.5,21764409.31,129971.47,0.000358337314859,0.0470939118474939,-0.2705150517083757,165.77857142857144,155.2746666666667,148.2208,150.55045,55.0908798455847,6.056461078554804,7.169375328462001,-1.1129142499071971,163.49200000000002,11.370599947140398,186.2331998942808,140.75080010571924
1555545600,2019-04-18,ETH/USD,167.5,177.39,167.2,175.13,50632290.58,291818.83,0.0455522388059701,0.0472152617896323,1.32638018605615,167.14,156.391,148.9692,150.2618,62.238074008024974,6.343919458708797,7.004284154511361,-0.6603646958025644,164.9385,10.884810408619575,186.70812081723915,143.16887918276086
1555632000,2019-04-19,ETH/USD,175.13,175.52,170.01,174.6,25185469.22,145409.48,-0.0030263233026894,0.0470707757840709,-0.5025808840268352,168.46857142857144,157.472,149.6978,149.97735,56.337316950008415,6.454561557590637,6.894339635127217,-0.4397780775365802,166.436,9.968302605866208,186.37260521173243,146.49939478826758
1555718400,2019-04-20,ETH/USD,174.6,179.17,171.47,174.27,18705837.17,106850.17,-0.001890034364261,0.0470037920211307,-0.2572766063399154,169.7642857142857,158.7146666666667,150.4132,149.71885,56.01875104637536,6.441365919306122,6.803744891962999,-0.3623789726568764,167.9605,8.551913590106311,185.06432718021264,150.85667281978738
1555804800,2019-04-21,ETH/USD,174.27,175.11,167.19,170.6,33853322.03,198819.41,-0.021059275836346,0.0474361925175708,0.8097731591662303,169.98142857142858,159.80133333333333,151.1132,149.46815,44.41143705904195,6.064858044076885,6.655967522385777,-0.5911094783088915,169.3305,6.265678839184351,181.8618576783687,156.7991423216313
1555891200,2019-04-22,ETH/USD,170.6,174.34,168.8,172.27,29324882.06,170958.76,0.0097889800703401,0.0327657904033268,-0.1337664872589758,171.68714285714285,160.901,151.894,149.2177,40.935095679621234,5.83397742338073,6.491569502584768,-0.6575920792040373,169.669,6.2306212413084925,182.130242482617,157.20775751738302
1555977600,2019-04-23,ETH/USD,172.27,178.42,169.3,170.81,33946888.55,194472.44,-0.0084750682068845,0.0321844806965899,0.1576138134347195,172.16857142857145,162.001,152.7424,148.92905,43.69340913876605,5.47013673852328,6.287282949772471,-0.8171462112491907,170.151,5.902785158854407,181.95657031770884,158.34542968229118
1556064000,2019-04-24,ETH/USD,170.81,171.6,161.66,166.7,31391917.87,188590.14,-0.0240618230782742,0.0325022671167461,-0.075263766110311,172.05428571428573,163.05299999999997,153.2764,148.636,39.746093750000014,4.794875384421005,5.988801436702178,-1.1939260522811734,170.553,5.3244659727290635,181.2019319454581,159.90406805454188
1556150400,2019-04-25,ETH/USD,166.7,167.36,148.88,154.55,38021373.18,239425.81,-0.0728854229154167,0.0344362667391031,0.2111835070878387,169.1142857142857,163.69133333333332,153.556,148.27734999999998,39.32367149758456,3.241951242210746,5.439431397803892,-2.197480155593146,169.927,6.3857407763838,182.6984815527676,157.1555184472324
1556236800,2019-04-26,ETH/USD,154.55,162.86,151.36,160.95,34725162.83,220090.98,0.0414105467486249,0.0358615606078479,-0.0866936166243956,167.16428571428574,164.33266666666665,153.9742,147.9311,46.24027657735522,2.4988687804538756,4.851318874333889,-2.3524500938800132,169.6205,6.670351900289607,182.9612038005792,156.2797961994208
1556323200,2019-04-27,ETH/USD,160.95,165.82,159.13,162.79,17321226.31,107162.47,0.0114321217769493,0.0333142953846525,-0.5011909261650538,165.52428571428572,165.08366666666663,154.5064,147.60215,47.977848632320864,2.034985156223229,4.288052130711757,-2.253066974488529,168.929,6.6232349386568385,182.17546987731367,155.68253012268633
1556409600,2019-04-28,ETH/USD,162.79,166.42,161.33,163.13,19884877.67,121406.4,0.0020885803796302,0.0325491361626514,0.1480063428603746,164.45714285714286,165.648,154.9682,147.28429999999997,44.692239072256896,1.6754753633790074,3.765536777245208,-2.0900614138662004,168.0125,6.04056713527817,180.09363427055632,155.93136572944366
1556496000,2019-04-29,ETH/USD,163.13,164.5,157.01,162.35,24393192.25,151252.12,-0.0047814626371605,0.0321768183297094,0.2267207601081509,163.04,166.238,155.4512,147.14025,52.10066555740431,1.3124921882061358,3.2749278594373936,-1.9624356712312576,167.29,5.79330012305619,178.87660024611236,155.70339975388762
1556582400,2019-04-30,ETH/USD,162.35,171.79,162.28,170.5,27477051.11,164649.73,0.0502001847859563,0.0343599955115829,0.1264229309716524,162.99571428571429,167.12866666666665,156.153,147.00764999999998,53.114820846905545,1.663288934857519,2.9526000745214187,-1.2893111396638997,166.95499999999998,5.368209051542803,177.6914181030856,156.21858189691437
1556668800,2019-05-01,ETH/USD,170.5,173.09,165.77,167.67,14626335.52,86361.82,-0.0165982404692083,0.031149017800013,-0.4676890376101207,163.13428571428568,167.94433333333333,156.78099999999998,146.83984999999998,50.16380805550202,1.6934198453695046,2.700764028691036,-1.0073441833215315,167.0585,5.360659106177617,177.77981821235525,156.33718178764477
1556755200,2019-05-02,ETH/USD,167.67,170.6,166.55,169.25,7876569.28,46682.08,0.009423271903143,0.0311952839864914,-0.4614803366687707,165.2342857142857,168.06933333333333,157.4756,146.70235,43.586387434554986,1.8237683382735383,2.5253648906075368,-0.7015965523339984,167.256,5.365223691811115,177.98644738362222,156.52555261637778
1556841600,2019-05-03,ETH/USD,169.25,181.21,167.86,175.29,28201320.19,161953.27,0.0356868537666172,0.0320997662367483,2.580406543443747,167.28285714285715,168.54,158.28699999999998,146.50725,50.67185978578382,2.3869329029331254,2.4976784930726548,-0.1107455901395293,167.7605,5.629595175687022,179.01969035137404,156.50130964862598
1556928000,2019-05-04,ETH/USD,175.29,178.83,167.22,170.95,11616178.65,67388.61,-0.0247589708483085,0.0323277497478589,-0.5880980545684162,168.4485714285714,168.94966666666667,158.923,146.2864,47.00144508670519,2.454746360681412,2.4890920665944063,-0.0343457059129943,167.85399999999998,5.66806139698692,179.1901227939738,156.51787720602616
1557014400,2019-05-05,ETH/USD,170.95,172.98,166.15,171.01,9683201.48,56909.0,0.0003509798186605,0.0298535338926833,-0.1664038775781052,169.5742857142857,169.08100000000002,159.4674,146.0773,50.39613526570048,2.4846885699066377,2.4882113672568527,-0.0035227973502149,168.38799999999998,5.419546106457,179.227092212914,157.54890778708597
1557100800,2019-05-06,ETH/USD,171.01,187.24,167.62,181.6,27373155.44,154077.29,0.0619262031460148,0.0313366719294893,1.8268703792374257,172.3242857142857,169.565,160.2652,145.9549,57.689137959452765,3.3246183512665084,2.655492764058784,0.6691255872077244,169.09599999999998,6.16309508710069,181.42219017420135,156.7698098257986
1557187200,2019-05-07,ETH/USD,181.6,191.83,176.11,176.45,28925802.86,156940.45,-0.0283590308370044,0.0321845328308928,0.0567215359370347,173.17428571428573,169.55933333333334,160.9822,145.8125,54.38160348042261,3.5339693953374365,2.8311880903145146,0.7027813050229219,169.5435,6.362803317142891,182.26910663428575,156.8178933657142
1557273600,2019-05-08,ETH/USD,176.45,179.29,169.23,177.09,20006679.19,114636.85,0.0036270898271466,0.0306002138100847,-0.3083448958415531,174.51999999999998,169.41366666666667,161.6912,145.65714999999997,58.53177861717853,3.7087718441640902,3.0067048410844297,0.7020670030796605,169.6415,6.4676061421935165,182.57671228438704,156.70628771561297
1557360000,2019-05-09,ETH/USD,177.09,180.4,170.5,173.42,14506830.35,83054.01,-0.0207239256875035,0.0309764047164541,-0.2749006363209446,175.1157142857143,169.301,162.3162,145.4878,68.00228963938176,3.510696590747187,3.1075031910169812,0.4031933997302062,169.58249999999998,6.425235506641174,182.43297101328233,156.73202898671764
1557446400,2019-05-10,ETH/USD,173.42,178.16,170.64,174.26,17582051.36,100381.38,0.0048437319801637,0.0309900331287754,0.2119843505304381,174.96857142857144,169.203,163.0616,145.3263,64.20490928495195,3.3825100350416903,3.1625045598219232,0.2200054752197671,169.582,6.424851913100888,182.43170382620175,156.7322961737982
1557532800,2019-05-11,ETH/USD,174.26,203.6,173.76,190.47,65207440.73,342296.9,0.0930219212670722,0.0367799911958255,2.7087504407108045,177.75714285714284,170.032,164.111,145.24915,72.60699117935313,4.536637263078205,3.43733110047318,1.0993061626050251,170.57549999999998,7.946621576097414,186.4687431521948,154.68225684780515
1557619200,2019-05-12,ETH/USD,190.47,201.17,183.5,188.25,51888677.8,271534.08,-0.0116553787998109,0.036980591819878,-0.2042521954687364,180.22,170.797,165.09040000000002,145.16424999999998,69.90491283676701,5.212074410251233,3.792279762428791,1.4197946478224424,171.37449999999998,8.875085455482543,189.12467091096508,153.6243290890349
1557705600,2019-05-13,ETH/USD,188.25,205.0,186.0,194.85,48265543.59,245264.62,0.0350597609561753,0.0374190446064983,-0.0698251403507528,182.1128571428571,171.7853333333333,166.2312,145.12009999999998,73.57806152060357,6.208361925440926,4.275496195031218,1.9328657304097072,172.57649999999998,10.307023805971069,193.19054761194212,151.96245238805784
1557792000,2019-05-14,ETH/USD,194.85,220.75,194.01,216.5,65230276.61,314877.55,0.1111111111111111,0.0432211500765984,0.3514874537436032,187.8342857142857,173.366,167.8584,145.17745,77.90584809512252,8.645244030783942,5.149445762181763,3.4957982686021793,175.0665,14.122022098761432,203.3105441975229,146.82245580247712
1557878400,2019-05-15,ETH/USD,216.5,248.64,215.73,246.78,64115546.08,275000.34,0.1398614318706696,0.0467430359536411,-0.0170891584082154,197.79,176.24766666666667,170.086,145.3902,86.00163829980885,12.871459423508156,6.693848494447042,6.177610929061114,179.678,20.629283376588464,220.93656675317692,138.41943324682308
1557964800,2019-05-16,ETH/USD,246.78,279.0,242.3,263.99,159685552.79,610268.09,0.0697382283815544,0.0476968242779343,1.4905902320593634,210.72857142857143,179.46599999999998,172.5316,145.68529999999998,87.74501992031871,17.408791034064052,8.836837002370444,8.571954031693608,184.83,27.44630413236588,239.72260826473175,129.93739173526822
1558051200,2019-05-17,ETH/USD,263.99,268.51,227.2,246.29,100723285.84,419860.36,-0.0670479942422062,0.0519991053346903,-0.3692398336594692,221.01857142857145,182.09233333333333,174.65219999999997,145.9322,75.8821813939924,19.35332387955296,10.940134377806949,8.413189501746011,189.005,30.13622588391458,249.27745176782915,128.73254823217084
1558137600,2019-05-18,ETH/USD,246.29,250.0,231.0,233.52,29139859.22,122010.16,-0.0518494457753054,0.0544360085058238,-0.7106939177273369,227.1685714285714,184.03866666666667,176.39860000000002,146.11315000000002,71.4884264029123,19.637578115995268,12.679623125444614,6.957954990550654,192.5245,31.051724331305255,254.6279486626105,130.42105133738949
1558224000,2019-05-19,ETH/USD,233.52,265.0,231.1,260.29,52175295.41,206360.05,0.1146368619390203,0.058066082189544,0.7905129539606608,237.46,186.895,178.71140000000003,146.4211,75.90829947765525,21.771992938096844,14.49809708797506,7.273895850121782,197.4215,33.656181456950264,264.73386291390057,130.10913708609948
1558310400,2019-05-20,ETH/USD,260.29,260.29,238.91,251.55,47876385.86,192349.69,-0.0335779323062738,0.0591956083184461,-0.0823935833274853,245.56,189.471,180.8668,146.6798,70.51921384570255,22.49893340626079,16.098264351632206,6.400669054628583,201.474,35.09288777845993,271.65977555691984,131.28822444308014
1558396800,2019-05-21,ETH/USD,251.55,263.41,247.43,254.39,31720478.57,124301.26,0.0112900019876762,0.058582778117096,-0.3374504361553744,250.97285714285712,192.264,183.09059999999997,146.94065,73.17711430950398,23.038628264152635,17.486337134136292,5.552291130016343,205.81,36.040970399927126,277.89194079985424,133.72805920014576
1558483200,2019-05-22,ETH/USD,254.39,261.29,240.38,243.59,39245003.78,155944.15,-0.042454498997602,0.0603210401786153,0.2372134831886303,250.5171428571429,194.64133333333336,184.65239999999997,147.1571,68.64834548513741,22.337379183992084,18.456545544107453,3.880833639884631,209.527,35.90517659496734,281.3373531899347,137.7166468100653
1558569600,2019-05-23,ETH/USD,243.59,247.87,229.7,245.43,34655879.14,145098.99,0.0075536762592882,0.060264869300382,-0.1169352579432978,247.86571428571432,197.12866666666667,186.3376,147.32274999999998,70.40290134300449,21.680191110544456,19.101274657394853,2.5789164531496027,213.034,35.81041062978312,284.65482125956623,141.41317874043378
1558656000,2019-05-24,ETH/USD,245.43,255.33,242.88,249.58,24639339.55,98279.62,0.016909098317239,0.0593999858330954,-0.2890285815441588,248.33571428571432,199.89133333333336,188.156,147.5165,70.94782511959062,21.249286595899804,19.53087704509585,1.7184095508039583,216.96549999999996,35.258995041205985,287.48349008241195,146.44750991758798
1558742400,2019-05-25,ETH/USD,249.58,258.0,248.01,250.95,25123161.27,99414.75,0.0054892218927797,0.0593183376850523,0.0196361480801134,250.82571428571427,203.10466666666667,189.8336,147.6671,68.33393961440524,20.778813980769087,19.780464432230495,0.9983495485385916,220.9625,34.29305282952246,289.54860565904494,152.37639434095507
1558828800,2019-05-26,ETH/USD,250.95,273.52,245.55,268.5,52321167.78,200658.42,0.0699342498505679,0.0596355241928622,1.08258694905874,251.99857142857144,206.68966666666668,191.862,147.91469999999998,72.25827924779497,21.573414479105196,20.139054441605435,1.4343600374997614,225.30750000000003,34.547513411166555,294.40252682233313,156.21247317766694
1558915200,2019-05-27,ETH/USD,268.5,280.5,264.4,272.55,53016598.38,196086.27,0.0150837988826815,0.0585094052184509,0.0132915725987643,254.99857142857144,210.34833333333336,193.7806,148.21395,71.86022957461175,22.273190772911505,20.565881707866648,1.707309065044857,230.1125,34.074315821219436,298.2611316424389,161.96386835756113
1559001600,2019-05-28,ETH/USD,272.55,277.0,263.8,272.12,32446153.2,119641.77,-0.0015776921665749,0.0586141288924918,-0.3880000944715458,257.53142857142853,213.98133333333337,195.5938,148.5195,67.76996805111821,22.533321022783554,20.95936957085003,1.5739514519335245,234.86400000000003,32.896832738282264,300.65766547656455,169.07033452343552
1559088000,2019-05-29,ETH/USD,272.12,275.0,260.79,270.25,32032978.71,118924.14,-0.0068719682493018,0.0581467489496155,-0.0127341594996844,261.34000000000003,217.578,197.4628,148.80475,59.161527051292055,22.3311630017684,21.233728257033704,1.0974347447346986,239.70550000000003,30.409340579395607,300.52418115879124,178.88681884120882
