unix,date,symbol,open,high,low,close,Volume USD,Volume EOS,returns,volatility,volume_change,ma_7,ma_30,ma_50,ma_200,rsi,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower
1516060800,2018-01-16,EOS/USD,12.78,12.99,8.312,10.0,153975721.4,14496662.09,-0.2175273865414709,0.1172005757188053,1.639585273897992,12.611428571428572,9.7691,7.796640000000001,2.9097505,55.34492498901512,1.3920777253072725,1.3316818239123256,0.0603959013949468,10.11005,2.326768540159009,14.763587080318018,5.456512919681983
1516147200,2018-01-17,EOS/USD,10.0,10.56,7.5,10.15,99346008.2,11009470.32,0.0150000000000001,0.1155026335878211,-0.3547943318809481,12.461428571428572,9.811333333333334,7.94364,2.9548255,52.40834894300241,1.1855771339199972,1.30246088591386,-0.1168837519938628,10.212549999999998,2.2782074549730407,14.76896490994608,5.656135090053917
1516233600,2018-01-18,EOS/USD,10.15,11.48,9.646,10.18,57648621.02,5489269.83,0.0029556650246305,0.1154993086626817,-0.4197187983240981,12.305714285714286,9.767666666666669,8.09244,2.9911755,52.37330119836647,1.012671233158798,1.2445029553628475,-0.2318317222040495,10.31555,2.224557542642203,14.764665085284406,5.866434914715594
1516320000,2018-01-19,EOS/USD,10.18,11.66,9.735,11.07,55601738.25,5197768.3,0.0874263261296661,0.1111519773213428,-0.035506187898057,11.915714285714284,9.788333333333334,8.257340000000001,3.0264405,55.69191434963247,0.9366603851759924,1.1829344413254768,-0.2462740561494845,10.51505,2.094213518370636,14.70347703674127,6.3266229632587265
1516406400,2018-01-20,EOS/USD,11.07,15.75,11.04,15.51,139913695.0,10172652.64,0.4010840108401083,0.1386592517032064,1.516354693281554,11.845714285714283,9.950333333333331,8.5031,3.0883905,64.5331286774111,1.2206215682643808,1.1904718667132577,0.0301497015511231,10.90615,2.2621252763252255,15.43040055265045,6.381899447349549
1516492800,2018-01-21,EOS/USD,15.51,15.57,11.99,13.48,144898418.93,10801946.78,-0.130883301096067,0.1437365067087214,0.0356271337841518,11.881428571428572,10.143933333333337,8.6945,3.1416305,57.81397100357748,1.267250739421787,1.2058276412549636,0.0614230981668231,11.1986,2.1934659043815143,15.58553180876303,6.811668191236972
1516579200,2018-01-22,EOS/USD,13.48,15.14,12.45,13.38,157847695.1,11545469.28,-0.0074183976261127,0.1435903898953857,0.0893679604347907,11.96714285714286,10.314733333333333,8.890500000000001,3.1922805,59.0992204792609,1.281364753981899,1.2209350638003509,0.0604296901815484,11.45275,2.133220196767024,15.71919039353405,7.186309606465952
1516665600,2018-01-23,EOS/USD,13.38,13.93,11.6,12.88,111635479.61,8649692.18,-0.0373692077727951,0.1422715975816023,-0.2927645884263532,12.37857142857143,10.477466666666666,9.06734,3.2433805,58.7318286151492,1.2379342553725063,1.2243349021147818,0.0135993532577245,11.62525,2.100279928084777,15.825809856169553,7.424690143830445
1516752000,2018-01-24,EOS/USD,12.88,13.97,12.5,13.9,55126131.42,4174602.98,0.079192546583851,0.1426931008818066,-0.5061952381753196,12.914285714285716,10.669,9.26076,3.3009004999999996,56.763527054108216,1.2711675199335524,1.233701425678536,0.0374660942550164,11.8467,2.0946703320570537,16.036040664114108,7.657359335885893
1516838400,2018-01-25,EOS/USD,13.9,15.1,13.47,14.25,88522685.67,6212737.57,0.0251798561151079,0.1422581036581156,0.6058207494292549,13.495714285714287,10.857366666666667,9.45684,3.3611205,57.36166007905139,1.310638966299802,1.249088933802789,0.0615500324970128,12.09475,2.0694351854653754,16.23362037093075,7.95587962906925
1516924800,2018-01-26,EOS/USD,14.25,14.8,12.8,14.24,71650562.26,5175526.79,-0.0007017543859648,0.142267431505075,-0.1905966056305259,13.948571428571428,11.041366666666669,9.66442,3.4243105,51.24153498871331,1.32583011127279,1.2644371692967893,0.0613929419760006,12.3153,2.0502157293421863,16.415731458684373,8.214868541315628
1517011200,2018-01-27,EOS/USD,14.24,14.75,13.86,14.38,35520163.6,2479522.26,0.0098314606741574,0.1423143847374059,-0.5042584108257632,13.787142857142856,11.2507,9.86762,3.4887105,44.827586206896555,1.3337909215932484,1.2783079197560812,0.0554830018371672,12.5263,2.0338135581890717,16.593927116378143,8.458672883621858
1517097600,2018-01-28,EOS/USD,14.38,14.97,14.08,14.75,43140313.3,2982021.58,0.0257301808066758,0.1410106068577769,0.2145302534586297,13.968571428571428,11.4717,10.08242,3.5525354999999994,55.7315233785822,1.3543437966694682,1.2935150951387586,0.0608287015307096,12.7839,1.9686262883437031,16.721152576687405,8.846647423312593
1517184000,2018-01-29,EOS/USD,14.75,14.85,13.29,13.54,43526046.62,3139434.86,-0.0820338983050847,0.142459637396803,0.0089413657549863,13.991428571428573,11.687033333333334,10.279279999999998,3.612015500000001,52.71041369472183,1.258488142707311,1.2865097046524692,-0.0280215619451584,12.9995,1.7863796820444031,16.572259364088808,9.426740635911194
1517270400,2018-01-30,EOS/USD,13.54,13.6,10.87,11.36,93399521.36,7712357.43,-0.1610044313146232,0.1414378237573185,1.1458305684275811,13.774285714285714,11.809433333333336,10.4195,3.6612205,55.06706408345752,0.9951426799995532,1.228236299721886,-0.233093619722333,13.0075,1.7782364859601805,16.56397297192036,9.451027028079638
1517356800,2018-01-31,EOS/USD,11.36,12.25,10.31,11.97,58804190.55,5192349.0,0.0536971830985917,0.1417757656309958,-0.3704015856425584,13.498571428571427,11.954066666666668,10.55692,3.7145705,56.55619596541787,0.8261381986188372,1.1478166795012763,-0.3216784808824391,13.0425,1.7488849831279747,16.54026996625595,9.544730033744049
